,QV1_AI01,QV2_AI02,SV1_FI05,SV2_FI06,SV3_TI06,SV4_TI01,SV5_PI06,SV6_AT02,SV7_TI02,SV8_TI03,SV9_FT04,SV10_TI04,SV11_TI05,SV12_TI07,SV13_FIC02,SV14_TI08,SV15_TIC12,SV16_TI09,SV17_PI04,SV18_PIC03,SV19_TI10,SV20_PI05,SV21_TI11,SV22_PIC02,SV23_FIC01,SV24_FIC02
t+42,0.00040753708938898615,0.04259309120083869,881.3680180241495,531.1014930805678,0.5923995084011091,0.25883884902157744,0.14857245672949693,0.039261934965365904,0.5741046657971106,0.04111199511364823,134.68014653331565,0.028473680241518414,0.6827944772908322,0.5355690466097918,556.7958765930186,0.07780381163636807,0.08347278817705915,0.05388556948284353,0.015917079250862165,0.015574425990340994,0.054216866191252204,0.149116401713996,0.8121940902162806,0.008279965967368578,3563.3305448496158,9558.086035658354
t+43,0.0003953153030598684,0.04354797827743909,879.7587900832947,530.549256094426,0.595072113377734,0.25716628478289333,0.14823350894050413,0.04006309355562836,0.564394803659002,0.041090756289015706,134.3914749045455,0.0284995841530811,0.6828732888650207,0.5342976458417029,560.1089764312271,0.07769678021855395,0.08334365549430076,0.05384798356596207,0.015887014256791267,0.015587478973446183,0.0542746553301871,0.1493642057221735,0.8093020206929926,0.008278668620349464,3516.47220305955,9572.754548718074
t+44,0.0003889586665344332,0.044408889867584,878.6135845531151,530.3715641424654,0.597693297344679,0.25612597012006544,0.14807364691054142,0.04079959433833084,0.5579617860723688,0.041205055209960546,134.4789026084481,0.028515553028150627,0.6837780800413567,0.5341117223910747,563.0726988381258,0.07767257580971297,0.08321005656106038,0.05382142733900879,0.015867290352954436,0.015599821747250593,0.054290929715227136,0.14966938107645741,0.8075806550570032,0.008274449312554989,3487.5288247470744,9584.322356501994
t+45,0.0003864334140856237,0.045105149437961053,877.8608877149928,530.4495466273355,0.5999979672054863,0.25548268773610927,0.14799100062934348,0.041405335900744335,0.5537942402496755,0.041329646624280084,134.73260248016962,0.028525622765924505,0.6849583508317985,0.5342595342660102,565.5658155609178,0.0776939453497098,0.0831127676975194,0.053799764725670225,0.015852828845869964,0.015609450190988465,0.05428386821469935,0.14996048474670642,0.8066827595459631,0.00827004327860031,3470.1652864891084,9592.327996480508
t+46,0.0003856655838262369,0.04564053825292325,877.4224935176685,530.6863648415881,0.6019382429894522,0.25508033380678774,0.1479455803545118,0.04187159063065916,0.5511509609905054,0.04142276376207166,135.0319775777534,0.02852472391638017,0.6861327210570637,0.5345073623729883,567.5677347476808,0.07772864729145729,0.08305657873747106,0.05378370256447309,0.015842528846561767,0.015617013098048808,0.05426798653583728,0.15021500393028697,0.8063292750833392,0.008264339347563349,3459.9644401335495,9597.381644928742
t+47,0.0003857145723492569,0.046032731407246105,877.2420926328881,530.9852179086508,0.6035036945434809,0.2548303041204841,0.1479204415598462,0.04221215565294739,0.549504720392075,0.041483857849710946,135.31472447652888,0.028517132069204205,0.6871710856272375,0.5347754031573089,569.1195846908704,0.07776401639027777,0.08303550610038872,0.05377246495936137,0.015834895660090793,0.015622833489061651,0.05425086217428087,0.15042782727922252,0.806287550357403,0.00825833000534602,3454.085337005353,9600.279068380014
t+48,0.0003861448208566555,0.046312556883823755,877.2263711794009,531.2773346087362,0.6047053866613645,0.25466612331350785,0.14790559856474753,0.04245375170055088,0.5484967144901473,0.041517626402043116,135.5578470180308,0.02850737469985527,0.6880194552212924,0.5350250307619592,570.2861228964156,0.0777957677791408,0.08302818554503595,0.05376403480956846,0.015829096432792615,0.015627108293237955,0.054234639802983126,0.15059623602324362,0.8064205175598281,0.008253069987603081,3450.76598296591,9601.829560726628
t+49,0.00038666044520134745,0.0465092803751832,877.302998392885,531.5254365655732,0.6056037838418519,0.25455811286224783,0.1478896971095511,0.04262067671087206,0.5478962986160459,0.041532839091742976,135.75264742581302,0.02849794368747886,0.6886803539333082,0.5352462940784266,571.1457082018758,0.07782236028394011,0.08302121825223432,0.05375701302411242,0.015823829563758208,0.015629433259891936,0.0542177892726657,0.15072206941896316,0.8066142239425932,0.008248846459018595,3448.8717293034865,9602.537084781541
t+50,0.00038713538399151365,0.046645526467473025,877.4161205670214,531.7213916068604,0.6062653833110381,0.25448400521336667,0.1478750445565058,0.04273272376301368,0.5475462751691327,0.04153653011533636,135.90309921916074,0.02848996863607944,0.6891752249974783,0.5354457966129326,571.7635598103805,0.07784336732212935,0.08301419686934525,0.05374758881047465,0.015818688260355002,0.015629749779729522,0.054199875553988766,0.15081478063577658,0.8068161305330168,0.008245648163018189,3447.788510459851,9602.829376842503
t+51,0.0003875182744143667,0.04673851056414591,877.5290451409609,531.8683898653215,0.6067450139855376,0.2544312141989477,0.14786300750432343,0.042806806132792787,0.5473496315909044,0.04153412222236772,136.0134631425168,0.028483832285797647,0.689543309898095,0.5356109845827763,572.1983212003287,0.07785962836578202,0.08300934442906008,0.05373729061829168,0.015813955315714844,0.01562889155663315,0.05418280084864637,0.15088243794308775,0.8070017048746536,0.00824335037636904,3447.1589521600654,9602.939043319633
t+52,0.0003878099838534749,0.04680104074004126,877.6360440247612,531.9701877070557,0.6070931927114797,0.2543929835868282,0.14785508377007694,0.042854093726444865,0.5472472399491123,0.04152922635799529,136.09095939152365,0.028479633852695637,0.6898126508602198,0.535744585841277,572.4958731730634,0.07787244993350738,0.08300487635939931,0.053727485305142056,0.0158098456965016,0.01562750259845337,0.05416781330505854,0.1509328934774964,0.8071558204189737,0.008241811147638273,3446.768296558291,9603.007153409786
t+53,0.000388024319385087,0.04684244892189008,877.7411236084275,532.0345054085956,0.6073505190418794,0.25436470261886496,0.14785312180703108,0.04288334473581324,0.5472013053106358,0.04152346261203586,136.14334807511622,0.028477663150380986,0.6900045656141444,0.5358534544109983,572.6924108638939,0.07788320681391128,0.0829971793610348,0.053719618031599234,0.015806673212138328,0.01562619639219581,0.05415595362663138,0.15097313804019813,0.8072774065380179,0.00824101280158885,3446.5192739910703,9603.192950030007
t+54,0.00038817965790977944,0.04686921916965893,877.8477911439808,532.0709609989801,0.6075466526440757,0.25434258552245304,0.1478566055754164,0.04290059559753471,0.5471894607504113,0.04151795002988063,136.17785706528034,0.028477657223206377,0.6901390536026787,0.5359423334914595,572.8180997376546,0.07789120739099552,0.08298794529816741,0.05371449952690273,0.015804571195519243,0.015625324487709542,0.05414778308142296,0.15100716558147337,0.8073695362048225,0.008240832074707065,3446.3412959206344,9603.226987357772
t+55,0.0006031403466968157,0.04607579682012386,898.2788227717801,537.2573748763025,0.6086481020889786,0.2831545265895188,0.1593923563930921,0.042643366838831444,0.701744008023882,0.05059100027622424,156.3892709353769,0.028504169656974183,0.7326988892506351,0.6176773510810901,553.4852077278107,0.08263288017001132,0.08349101802576377,0.05441709646231559,0.01658423847267346,0.01592671531661402,0.054281501553503746,0.158098002076445,0.8091721850919793,0.008290362530227632,4251.043062405882,9670.56491643558
t+56,0.0005507227282407363,0.04337969075505256,890.389926914439,536.3468126533513,0.5981388334143486,0.2758044475164731,0.15700533913474993,0.040287064882942224,0.6659631665511616,0.04719585560101137,148.42729068062928,0.028407600798531916,0.7129240556474702,0.582135972743994,550.8354498208174,0.08085409045667645,0.08332385174140489,0.05427328471365231,0.016414201309317013,0.015680168403634297,0.05335799481534031,0.15378388117805578,0.8234310634530039,0.008210957076522559,4066.1876889265814,9541.646894152622
